NUMBER,AGE,WORKCLASS,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,SEX,HOURS_PER_WEEK,INCOME,CLUSTER
21352,55,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
21353,45,Govt,16,Married,Prof-speciality,Male,60,<=50K,cluster2
21354,25,Govt,16,Others,Tech-support,Male,20,<=50K,cluster2
21355,45,Private,15,Married,Prof-speciality,Male,50,>50K,cluster2
21356,45,Private,14,Others,Prof-speciality,Female,20,>50K,cluster2
21357,60,Private,13,Others,Exec-managerial,Male,40,>50K,cluster2
21358,55,Private,13,Others,Prof-speciality,Male,40,>50K,cluster2
21359,55,SelfEmployed,15,Married,Prof-speciality,Male,50,>50K,cluster2
21360,50,Govt,14,Others,Prof-speciality,Male,40,>50K,cluster2
21361,30,Private,15,Married,Prof-speciality,Male,50,>50K,cluster2
21362,35,Private,9,Married,Exec-managerial,Male,60,>50K,cluster2
21363,55,SelfEmployed,10,Married,Prof-speciality,Male,40,>50K,cluster2
21364,45,Private,12,Married,Sales,Male,40,>50K,cluster2
21365,45,SelfEmployed,13,Married,Exec-managerial,Male,50,>50K,cluster2
21366,55,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21367,45,Govt,12,Married,Protective-serv,Male,60,<=50K,cluster2
21368,25,SelfEmployed,9,Married,Prof-speciality,Male,50,>50K,cluster2
21369,45,Private,13,Married,Sales,Male,40,<=50K,cluster2
21370,40,Private,14,Others,Prof-speciality,Female,40,>50K,cluster2
21371,35,Private,13,Married,Prof-speciality,Female,60,>50K,cluster2
21372,70,SelfEmployed,13,Married,Prof-speciality,Male,30,<=50K,cluster2
21373,55,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21374,45,Govt,13,Married,Prof-speciality,Female,40,<=50K,cluster2
21375,40,SelfEmployed,13,Married,Adm-clerical,Female,40,>50K,cluster2
21376,45,SelfEmployed,10,Married,Prof-speciality,Male,30,<=50K,cluster2
21377,65,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21378,45,SelfEmployed,15,Married,Prof-speciality,Male,50,>50K,cluster2
21379,30,Govt,13,Married,Exec-managerial,Male,40,>50K,cluster2
21380,45,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21381,50,Private,14,Married,Exec-managerial,Female,60,>50K,cluster2
21382,40,Private,14,Married,Craft-repair,Male,50,>50K,cluster2
21383,35,Private,13,Others,Exec-managerial,Male,50,>50K,cluster2
21384,35,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21385,35,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21386,45,Govt,14,Married,Exec-managerial,Male,40,<=50K,cluster2
21387,30,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21388,40,SelfEmployed,13,Married,Tech-support,Male,50,>50K,cluster2
21389,40,Private,13,Married,Sales,Female,10,>50K,cluster2
21390,50,Govt,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21391,65,Private,16,Others,Exec-managerial,Male,60,>50K,cluster2
21392,60,Private,14,Married,Exec-managerial,Male,60,>50K,cluster2
21393,50,Private,12,Married,Adm-clerical,Male,40,>50K,cluster2
21394,70,SelfEmployed,13,Married,Sales,Male,40,>50K,cluster2
21395,50,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21396,40,Private,16,Married,Exec-managerial,Female,40,>50K,cluster2
21397,35,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21398,55,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21399,35,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21400,35,Govt,10,Married,Protective-serv,Male,50,>50K,cluster2
21401,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21402,35,SelfEmployed,15,Married,Prof-speciality,Male,50,>50K,cluster2
21403,30,Private,14,Married,Sales,Male,60,>50K,cluster2
21404,45,Govt,14,Others,Prof-speciality,Female,50,>50K,cluster2
21405,70,SelfEmployed,12,Married,Sales,Male,40,>50K,cluster2
21406,65,SelfEmployed,13,Married,Protective-serv,Male,30,<=50K,cluster2
21407,35,Private,15,Never,Prof-speciality,Female,40,>50K,cluster2
21408,65,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21409,45,Private,14,Married,Exec-managerial,Female,50,>50K,cluster2
21410,45,Govt,12,Married,Prof-speciality,Male,40,>50K,cluster2
21411,55,SelfEmployed,16,Married,Prof-speciality,Male,60,<=50K,cluster2
21412,45,Private,9,Married,Exec-managerial,Female,50,>50K,cluster2
21413,50,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21414,40,Private,13,Married,Protective-serv,Male,40,>50K,cluster2
21415,40,Govt,14,Married,Adm-clerical,Female,40,>50K,cluster2
21416,45,SelfEmployed,13,Others,Exec-managerial,Female,60,>50K,cluster2
21417,50,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21418,40,Govt,12,Others,Prof-speciality,Female,40,>50K,cluster2
21419,50,Private,14,Married,Sales,Male,50,>50K,cluster2
21420,40,Private,9,Married,Exec-managerial,Male,50,>50K,cluster2
21421,35,Private,12,Married,Exec-managerial,Male,40,>50K,cluster2
21422,40,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21423,40,Govt,15,Never,Prof-speciality,Female,40,<=50K,cluster2
21424,45,Govt,14,Married,Prof-speciality,Male,40,<=50K,cluster2
21425,40,SelfEmployed,13,Married,Exec-managerial,Male,40,>50K,cluster2
21426,30,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21427,65,Govt,9,Married,Prof-speciality,Male,20,<=50K,cluster2
21428,30,Private,12,Never,Exec-managerial,Male,60,>50K,cluster2
21429,45,Govt,13,Never,Prof-speciality,Male,50,<=50K,cluster2
21430,40,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21431,30,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21432,50,Private,14,Married,Protective-serv,Male,70,>50K,cluster2
21433,45,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21434,35,Govt,12,Married,Tech-support,Male,40,<=50K,cluster2
21435,45,Govt,10,Married,Protective-serv,Male,50,>50K,cluster2
21436,50,SelfEmployed,16,Others,Prof-speciality,Male,60,>50K,cluster2
21437,60,Private,13,Married,Sales,Male,30,<=50K,cluster2
21438,70,SelfEmployed,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21439,60,Private,13,Married,Sales,Male,40,>50K,cluster2
21440,45,SelfEmployed,13,Married,Sales,Male,60,<=50K,cluster2
21441,60,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21442,70,Private,13,Married,Adm-clerical,Male,40,<=50K,cluster2
21443,35,Govt,16,Married,Prof-speciality,Male,50,>50K,cluster2
21444,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21445,40,SelfEmployed,13,Married,Exec-managerial,Male,60,>50K,cluster2
21446,35,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21447,45,Govt,9,Married,Protective-serv,Male,40,>50K,cluster2
21448,50,Govt,14,Never,Exec-managerial,Male,40,<=50K,cluster2
21449,60,Private,13,Married,Adm-clerical,Male,50,>50K,cluster2
21450,30,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21451,55,Private,16,Others,Sales,Male,20,<=50K,cluster2
21452,35,Private,15,Married,Prof-speciality,Male,60,>50K,cluster2
21453,40,Private,10,Married,Prof-speciality,Male,40,>50K,cluster2
21454,55,SelfEmployed,10,Married,Exec-managerial,Male,40,>50K,cluster2
21455,45,Govt,13,Married,Prof-speciality,Male,50,>50K,cluster2
21456,40,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21457,55,Govt,10,Married,Exec-managerial,Male,40,>50K,cluster2
21458,45,Private,9,Married,Prof-speciality,Male,40,<=50K,cluster2
21459,55,SelfEmployed,10,Married,Protective-serv,Male,50,>50K,cluster2
21460,30,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21461,45,Private,13,Married,Sales,Male,60,>50K,cluster2
21462,35,SelfEmployed,13,Married,Craft-repair,Male,50,>50K,cluster2
21463,45,Govt,12,Married,Exec-managerial,Male,40,<=50K,cluster2
21464,50,Private,15,Married,Prof-speciality,Male,40,>50K,cluster2
21465,30,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21466,55,Govt,14,Married,Exec-managerial,Male,60,>50K,cluster2
21467,45,Govt,12,Married,Protective-serv,Male,50,>50K,cluster2
21468,45,Govt,14,Married,Exec-managerial,Male,60,>50K,cluster2
21469,40,Govt,13,Married,Adm-clerical,Male,40,>50K,cluster2
21470,40,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21471,55,Private,12,Married,Exec-managerial,Male,40,>50K,cluster2
21472,40,Private,13,Never,Exec-managerial,Male,40,>50K,cluster2
21473,45,Private,13,Others,Exec-managerial,Male,40,<=50K,cluster2
21474,45,Govt,9,Married,Protective-serv,Male,40,>50K,cluster2
21475,30,Private,16,Never,Prof-speciality,Female,70,<=50K,cluster2
21476,60,Private,13,Married,Prof-speciality,Male,60,>50K,cluster2
21477,50,Private,14,Others,Prof-speciality,Male,60,<=50K,cluster2
21478,55,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21479,50,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
21480,35,Govt,13,Married,Prof-speciality,Male,40,<=50K,cluster2
21481,35,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21482,55,Govt,13,Married,Exec-managerial,Female,40,<=50K,cluster2
21483,50,Govt,14,Married,Exec-managerial,Male,50,>50K,cluster2
21484,40,Govt,10,Married,Adm-clerical,Female,40,>50K,cluster2
21485,50,Private,13,Married,Prof-speciality,Female,10,>50K,cluster2
21486,30,Private,14,Married,Prof-speciality,Male,50,<=50K,cluster2
21487,30,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
21488,40,Private,12,Married,Prof-speciality,Female,40,>50K,cluster2
21489,30,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21490,60,Private,9,Married,Prof-speciality,Male,40,>50K,cluster2
21491,40,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21492,40,Govt,9,Married,Adm-clerical,Female,40,>50K,cluster2
21493,30,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21494,35,Private,13,Married,Prof-speciality,Female,30,>50K,cluster2
21495,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21496,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21497,30,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21498,40,SelfEmployed,9,Married,Exec-managerial,Male,60,>50K,cluster2
21499,40,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21500,45,Govt,13,Married,Adm-clerical,Male,40,>50K,cluster2
21501,55,Govt,14,Married,Prof-speciality,Female,40,>50K,cluster2
21502,50,Private,13,Married,Sales,Male,50,>50K,cluster2
21503,55,SelfEmployed,13,Married,Sales,Male,50,>50K,cluster2
21504,45,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21505,35,SelfEmployed,10,Married,Prof-speciality,Male,50,>50K,cluster2
21506,40,SelfEmployed,13,Married,Adm-clerical,Female,40,>50K,cluster2
21507,30,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21508,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21509,60,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21510,30,SelfEmployed,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21511,45,Govt,9,Married,Adm-clerical,Female,40,>50K,cluster2
21512,55,Govt,14,Married,Exec-managerial,Female,40,>50K,cluster2
21513,50,Govt,13,Married,Adm-clerical,Male,40,<=50K,cluster2
21514,35,SelfEmployed,10,Married,Sales,Male,50,>50K,cluster2
21515,30,Govt,12,Married,Protective-serv,Male,70,>50K,cluster2
21516,45,Private,9,Married,Exec-managerial,Male,60,>50K,cluster2
21517,35,Private,10,Married,Prof-speciality,Male,50,>50K,cluster2
21518,45,Govt,16,Married,Prof-speciality,Female,40,>50K,cluster2
21519,60,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21520,55,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21521,60,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21522,50,Govt,14,Married,Prof-speciality,Male,30,<=50K,cluster2
21523,55,Private,15,Married,Prof-speciality,Male,40,>50K,cluster2
21524,55,Govt,12,Married,Prof-speciality,Female,40,<=50K,cluster2
21525,65,SelfEmployed,12,Married,Exec-managerial,Male,50,<=50K,cluster2
21526,35,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21527,30,Private,15,Married,Prof-speciality,Male,60,<=50K,cluster2
21528,40,Private,14,Married,Tech-support,Male,50,>50K,cluster2
21529,50,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21530,60,Govt,13,Married,Prof-speciality,Male,40,>50K,cluster2
21531,30,SelfEmployed,12,Married,Farming-fishing,Male,70,>50K,cluster2
21532,55,SelfEmployed,12,Married,Sales,Female,30,<=50K,cluster2
21533,40,Private,13,Married,Prof-speciality,Female,20,>50K,cluster2
21534,35,Govt,12,Married,Adm-clerical,Male,40,<=50K,cluster2
21535,50,Private,13,Never,Adm-clerical,Female,40,>50K,cluster2
21536,30,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21537,45,Govt,13,Married,Exec-managerial,Male,50,>50K,cluster2
21538,65,Private,15,Others,Craft-repair,Male,50,>50K,cluster2
21539,25,Private,13,Married,Exec-managerial,Male,70,<=50K,cluster2
21540,50,Govt,13,Others,Exec-managerial,Male,40,<=50K,cluster2
21541,40,Private,15,Married,Prof-speciality,Female,50,>50K,cluster2
21542,30,Govt,13,Married,Prof-speciality,Male,50,>50K,cluster2
21543,35,Private,13,Married,Sales,Male,50,>50K,cluster2
21544,50,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21545,30,Private,13,Married,Exec-managerial,Female,40,>50K,cluster2
21546,40,SelfEmployed,9,Married,Exec-managerial,Male,60,>50K,cluster2
21547,40,Govt,12,Married,Protective-serv,Male,70,<=50K,cluster2
21548,35,Private,14,Married,Prof-speciality,Female,10,>50K,cluster2
21549,30,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21550,55,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21551,35,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21552,30,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21553,40,Private,13,Married,Prof-speciality,Male,50,<=50K,cluster2
21554,55,Govt,9,Married,Exec-managerial,Male,40,>50K,cluster2
21555,40,Govt,13,Married,Sales,Male,40,<=50K,cluster2
21556,55,Govt,10,Married,Adm-clerical,Male,40,>50K,cluster2
21557,70,SelfEmployed,15,Married,Prof-speciality,Male,30,>50K,cluster2
21558,45,Private,10,Married,Prof-speciality,Male,40,>50K,cluster2
21559,40,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21560,55,Govt,10,Married,Adm-clerical,Male,40,>50K,cluster2
21561,35,Private,13,Married,Sales,Male,40,>50K,cluster2
21562,50,Govt,13,Married,Prof-speciality,Male,40,<=50K,cluster2
21563,45,SelfEmployed,13,Never,Sales,Male,30,<=50K,cluster2
21564,50,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
21565,45,Private,15,Married,Prof-speciality,Male,50,>50K,cluster2
21566,50,Govt,13,Married,Adm-clerical,Male,40,>50K,cluster2
21567,40,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21568,40,SelfEmployed,15,Married,Prof-speciality,Male,30,>50K,cluster2
21569,45,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21570,40,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21571,45,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21572,45,SelfEmployed,10,Married,Sales,Male,40,>50K,cluster2
21573,25,Private,9,Never,Prof-speciality,Male,40,>50K,cluster2
21574,50,Private,13,Married,Sales,Male,40,>50K,cluster2
21575,50,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21576,35,Private,13,Married,Sales,Male,40,>50K,cluster2
21577,60,SelfEmployed,15,Married,Exec-managerial,Male,40,>50K,cluster2
21578,35,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21579,40,Private,13,Others,Exec-managerial,Male,40,<=50K,cluster2
21580,65,Private,14,Married,Prof-speciality,Male,40,<=50K,cluster2
21581,45,Private,14,Married,Sales,Male,50,>50K,cluster2
21582,40,Private,14,Married,Prof-speciality,Male,40,<=50K,cluster2
21583,45,SelfEmployed,13,Married,Sales,Male,40,>50K,cluster2
21584,50,Private,14,Others,Prof-speciality,Female,40,>50K,cluster2
21585,55,SelfEmployed,15,Married,Prof-speciality,Male,50,<=50K,cluster2
21586,55,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21587,35,Private,14,Others,Protective-serv,Male,40,<=50K,cluster2
21588,45,Govt,14,Married,Exec-managerial,Male,40,>50K,cluster2
21589,60,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21590,30,Govt,12,Married,Protective-serv,Male,40,>50K,cluster2
21591,60,Private,12,Others,Prof-speciality,Male,40,<=50K,cluster2
21592,55,Private,16,Married,Prof-speciality,Male,60,>50K,cluster2
21593,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21594,40,Private,10,Married,Sales,Male,50,>50K,cluster2
21595,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21596,80,SelfEmployed,13,Others,Exec-managerial,Male,40,>50K,cluster2
21597,70,SelfEmployed,13,Married,Sales,Male,30,>50K,cluster2
21598,40,Govt,14,Married,Prof-speciality,Male,50,>50K,cluster2
21599,35,Private,13,Married,Exec-managerial,Male,60,>50K,cluster2
21600,35,SelfEmployed,13,Married,Sales,Male,60,<=50K,cluster2
21601,30,Govt,12,Married,Exec-managerial,Male,70,<=50K,cluster2
21602,35,Govt,14,Married,Exec-managerial,Male,40,<=50K,cluster2
21603,40,Private,13,Married,Sales,Male,40,>50K,cluster2
21604,40,Private,13,Married,Exec-managerial,Male,30,>50K,cluster2
21605,45,SelfEmployed,13,Married,Sales,Male,50,<=50K,cluster2
21606,65,SelfEmployed,13,Married,Exec-managerial,Male,30,>50K,cluster2
21607,50,Private,15,Married,Prof-speciality,Male,70,>50K,cluster2
21608,35,Private,12,Married,Tech-support,Male,40,>50K,cluster2
21609,50,Private,14,Married,Exec-managerial,Male,50,>50K,cluster2
21610,30,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21611,40,Private,12,Married,Sales,Male,50,>50K,cluster2
21612,30,Private,13,Married,Exec-managerial,Female,40,>50K,cluster2
21613,35,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21614,40,Private,14,Married,Prof-speciality,Male,50,<=50K,cluster2
21615,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21616,40,Private,12,Married,Exec-managerial,Male,40,<=50K,cluster2
21617,45,Private,9,Married,Prof-speciality,Male,40,>50K,cluster2
21618,25,Private,13,Married,Sales,Male,40,>50K,cluster2
21619,55,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
21620,50,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21621,45,Private,14,Others,Prof-speciality,Male,40,<=50K,cluster2
21622,35,Private,14,Never,Exec-managerial,Female,50,>50K,cluster2
21623,65,Govt,15,Married,Exec-managerial,Male,10,<=50K,cluster2
21624,35,SelfEmployed,13,Married,Sales,Male,40,<=50K,cluster2
21625,35,Private,12,Married,Craft-repair,Female,30,>50K,cluster2
21626,50,Govt,10,Married,Adm-clerical,Male,40,>50K,cluster2
21627,50,Private,13,Married,Sales,Male,60,>50K,cluster2
21628,50,Private,13,Married,Sales,Male,40,<=50K,cluster2
21629,55,Private,14,Others,Exec-managerial,Male,40,<=50K,cluster2
21630,50,SelfEmployed,16,Married,Prof-speciality,Male,50,>50K,cluster2
21631,50,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21632,35,Private,10,Married,Exec-managerial,Male,60,>50K,cluster2
21633,30,Private,14,Others,Sales,Female,50,>50K,cluster2
21634,55,Private,14,Others,Exec-managerial,Female,40,>50K,cluster2
21635,45,SelfEmployed,13,Married,Exec-managerial,Male,10,<=50K,cluster2
21636,55,SelfEmployed,10,Married,Exec-managerial,Male,60,>50K,cluster2
21637,65,SelfEmployed,14,Married,Sales,Male,60,>50K,cluster2
21638,45,Govt,13,Married,Protective-serv,Male,40,>50K,cluster2
21639,35,Private,12,Married,Prof-speciality,Male,40,<=50K,cluster2
21640,25,Private,13,Married,Sales,Male,40,>50K,cluster2
21641,40,Govt,14,Married,Exec-managerial,Male,30,>50K,cluster2
21642,30,Govt,15,Never,Prof-speciality,Female,40,>50K,cluster2
21643,35,Private,12,Married,Exec-managerial,Male,50,>50K,cluster2
21644,40,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21645,55,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21646,35,Private,14,Married,Prof-speciality,Male,40,>50K,cluster2
21647,50,Private,13,Married,Sales,Male,50,<=50K,cluster2
21648,45,SelfEmployed,14,Others,Prof-speciality,Male,40,<=50K,cluster2
21649,40,SelfEmployed,15,Never,Prof-speciality,Female,30,<=50K,cluster2
21650,50,Private,12,Married,Exec-managerial,Male,50,>50K,cluster2
21651,45,Private,10,Married,Prof-speciality,Male,40,>50K,cluster2
21652,70,SelfEmployed,13,Others,Sales,Male,70,<=50K,cluster2
21653,35,Private,12,Married,Prof-speciality,Male,50,>50K,cluster2
21654,55,Govt,15,Married,Prof-speciality,Male,60,>50K,cluster2
21655,45,Private,12,Married,Tech-support,Male,50,>50K,cluster2
21656,45,Private,10,Married,Tech-support,Male,40,>50K,cluster2
21657,45,Private,10,Married,Prof-speciality,Male,40,<=50K,cluster2
21658,50,Govt,12,Married,Tech-support,Male,40,>50K,cluster2
21659,40,Private,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21660,35,SelfEmployed,13,Married,Sales,Female,40,>50K,cluster2
21661,35,Govt,14,Never,Prof-speciality,Male,50,>50K,cluster2
21662,50,Private,13,Married,Sales,Male,40,>50K,cluster2
21663,40,SelfEmployed,14,Married,Exec-managerial,Male,40,<=50K,cluster2
21664,35,Govt,16,Married,Prof-speciality,Male,40,<=50K,cluster2
21665,45,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21666,35,Govt,14,Married,Prof-speciality,Male,40,>50K,cluster2
21667,40,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21668,55,Govt,14,Married,Prof-speciality,Male,30,>50K,cluster2
21669,70,SelfEmployed,13,Married,Exec-managerial,Male,40,<=50K,cluster2
21670,45,Private,10,Married,Prof-speciality,Male,50,>50K,cluster2
21671,35,Govt,9,Others,Exec-managerial,Male,40,>50K,cluster2
21672,30,Private,13,Married,Prof-speciality,Male,50,>50K,cluster2
21673,55,Private,10,Married,Exec-managerial,Male,50,>50K,cluster2
21674,40,Private,14,Married,Prof-speciality,Female,60,>50K,cluster2
21675,40,SelfEmployed,13,Married,Craft-repair,Male,40,>50K,cluster2
21676,45,Govt,14,Others,Exec-managerial,Male,50,>50K,cluster2
21677,70,SelfEmployed,10,Married,Prof-speciality,Male,20,<=50K,cluster2
21678,30,Private,13,Married,Sales,Male,50,>50K,cluster2
21679,60,SelfEmployed,13,Married,Prof-speciality,Male,30,<=50K,cluster2
21680,35,Govt,13,Married,Sales,Male,50,<=50K,cluster2
21681,65,Private,13,Married,Prof-speciality,Male,40,>50K,cluster2
21682,70,Private,14,Married,Sales,Male,10,>50K,cluster2
21683,40,SelfEmployed,16,Married,Prof-speciality,Male,50,>50K,cluster2
21684,35,Private,14,Married,Exec-managerial,Male,40,>50K,cluster2
21685,50,Private,13,Others,Prof-speciality,Female,40,>50K,cluster2
21686,35,Govt,12,Married,Protective-serv,Male,70,>50K,cluster2
21687,35,Private,15,Married,Prof-speciality,Male,60,>50K,cluster2
21688,45,Govt,13,Never,Exec-managerial,Male,40,<=50K,cluster2
21689,60,Govt,13,Others,Prof-speciality,Female,40,>50K,cluster2
21690,30,SelfEmployed,14,Married,Sales,Male,40,<=50K,cluster2
21691,35,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21692,45,Govt,9,Married,Protective-serv,Male,40,>50K,cluster2
21693,30,SelfEmployed,13,Married,Sales,Male,60,>50K,cluster2
21694,40,Private,14,Married,Prof-speciality,Male,20,>50K,cluster2
21695,40,SelfEmployed,13,Married,Craft-repair,Male,30,>50K,cluster2
21696,60,Govt,14,Married,Prof-speciality,Male,10,>50K,cluster2
21697,55,Govt,13,Married,Exec-managerial,Male,40,>50K,cluster2
21698,40,Govt,12,Married,Craft-repair,Male,40,>50K,cluster2
21699,40,Govt,14,Others,Prof-speciality,Female,30,>50K,cluster2
21700,70,Private,10,Married,Prof-speciality,Male,40,>50K,cluster2
21701,70,Private,12,Others,Prof-speciality,Female,40,>50K,cluster2
21702,40,Private,12,Married,Prof-speciality,Female,40,>50K,cluster2
21703,55,Private,13,Married,Prof-speciality,Male,70,>50K,cluster2
21704,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21705,35,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21706,30,Private,12,Married,Sales,Male,40,>50K,cluster2
21707,40,Private,13,Married,Exec-managerial,Male,70,>50K,cluster2
21708,30,SelfEmployed,13,Married,Exec-managerial,Male,30,<=50K,cluster2
21709,40,Private,13,Married,Sales,Male,50,>50K,cluster2
21710,45,Private,13,Never,Prof-speciality,Female,40,>50K,cluster2
21711,45,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21712,45,Govt,13,Married,Protective-serv,Male,50,>50K,cluster2
21713,40,Private,13,Married,Tech-support,Male,40,>50K,cluster2
21714,55,Private,13,Married,Sales,Male,20,>50K,cluster2
21715,45,Private,12,Married,Protective-serv,Male,40,>50K,cluster2
21716,45,Govt,14,Never,Exec-managerial,Female,60,>50K,cluster2
21717,40,Private,13,Married,Adm-clerical,Male,40,>50K,cluster2
21718,60,SelfEmployed,16,Others,Exec-managerial,Female,40,>50K,cluster2
21719,45,Govt,14,Married,Prof-speciality,Female,60,>50K,cluster2
21720,45,Private,12,Others,Exec-managerial,Male,60,>50K,cluster2
21721,35,Private,13,Married,Exec-managerial,Male,50,>50K,cluster2
21722,40,Private,12,Married,Prof-speciality,Male,40,<=50K,cluster2
21723,45,Govt,14,Others,Exec-managerial,Female,70,<=50K,cluster2
21724,30,Private,13,Married,Exec-managerial,Male,40,>50K,cluster2
21725,55,SelfEmployed,15,Married,Prof-speciality,Male,40,>50K,cluster2
21726,35,Private,10,Married,Prof-speciality,Female,40,>50K,cluster2
21727,50,Private,13,Others,Sales,Male,60,>50K,cluster2
21728,40,Govt,10,Married,Adm-clerical,Male,40,>50K,cluster2
21729,35,Private,13,Married,Sales,Male,60,>50K,cluster2
21730,55,Govt,13,Married,Prof-speciality,Male,50,>50K,cluster2
21731,45,Private,14,Married,Exec-managerial,Male,60,>50K,cluster2
21732,35,SelfEmployed,9,Married,Prof-speciality,Male,40,<=50K,cluster2
21733,50,Private,9,Married,Prof-speciality,Male,50,<=50K,cluster2
21734,40,Private,10,Married,Exec-managerial,Male,40,>50K,cluster2
21735,35,Private,14,Married,Prof-speciality,Male,50,>50K,cluster2
21736,55,Private,9,Married,Exec-managerial,Male,40,>50K,cluster2
21737,40,Govt,14,Others,Exec-managerial,Female,40,>50K,cluster2
21738,30,Private,9,Married,Tech-support,Female,40,>50K,cluster2
21739,45,Private,12,Married,Tech-support,Male,40,>50K,cluster2
21740,40,Private,13,Others,Exec-managerial,Male,40,<=50K,cluster2
